experiment_name,plate,address,gene,treatment,SMILES,concentration,perturbation_type,cell_type,Compound,Compound_Category
compound-004,40,I12,,palbociclib,"CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O |c:3,13,15,25,t:6,8,11|",10.0,COMPOUND,HUVEC,palbociclib,CDK inhibitor
compound-001,36,J47,,sotalol,"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1 |c:16,t:7,9|",2.5,COMPOUND,HUVEC,sotalol,adrenergic receptor antagonist
compound-003,42,O02,,setiptiline,"CN1CCC2=C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1 |c:4,8,11,14,16,19,21|",2.5,COMPOUND,HUVEC,setiptiline,adrenergic receptor antagonist
compound-004,27,O25,,tivozanib,"COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2 |c:4,6,25,29,31,33,t:2,13,15,21|",10.0,COMPOUND,HUVEC,tivozanib,VEGFR inhibitor
compound-004,33,B10,,tivozanib,"COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2 |c:4,6,25,29,31,33,t:2,13,15,21|",2.5,COMPOUND,HUVEC,tivozanib,VEGFR inhibitor
compound-003,37,Q45,,edoxudine,"CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O |a:5,7,9,r,t:2|",2.5,COMPOUND,HUVEC,edoxudine,DNA directed DNA polymerase inhibitor
compound-003,33,V23,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,5,P28,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,28,L24,,phenylephrine,"[H][C@](O)(CNC)C1=CC(O)=CC=C1 |c:9,11,t:6|",2.5,COMPOUND,HUVEC,phenylephrine,adrenergic receptor agonist
compound-004,42,S14,,methylergonovine,"CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1 |c:19,26,t:14,17,21|",2.5,COMPOUND,HUVEC,methylergometrine,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,15,C04,,clofoctol,"CC(C)(C)CC(C)(C)C1=CC(CC2=C(Cl)C=C(Cl)C=C2)=C(O)C=C1 |c:12,18,23,t:8,15,20|",2.5,COMPOUND,HUVEC,clofoctol,protein synthesis inhibitor
compound-001,15,V11,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,29,P04,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,15,W37,,diflunisal (no structure),"OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1 |c:3,6,8,11,17,t:14|",2.5,COMPOUND,HUVEC,diflunisal,prostanoid receptor antagonist
compound-003,48,F03,,setiptiline,"CN1CCC2=C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1 |c:4,8,11,14,16,19,21|",2.5,COMPOUND,HUVEC,setiptiline,adrenergic receptor antagonist
compound-003,24,H32,,clofoctol,"CC(C)(C)CC(C)(C)C1=CC(CC2=C(Cl)C=C(Cl)C=C2)=C(O)C=C1 |c:12,18,23,t:8,15,20|",10.0,COMPOUND,HUVEC,clofoctol,protein synthesis inhibitor
compound-004,30,AC19,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,25,X25,,cobimetinib,"OC1(CN(C1)C(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1)[C@@H]1CCCCN1 |r,c:8,16,24,t:11,13,21|",10.0,COMPOUND,HUVEC,cobimetinib,MEK inhibitor
compound-004,38,S37,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,46,Q22,,timolol,"CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1 |c:13,t:10|",2.5,COMPOUND,HUVEC,timolol,adrenergic receptor antagonist
compound-004,23,C17,,foretinib,"COC1=CC2=C(C=C1OCCCN1CCOCC1)N=CC=C2OC1=C(F)C=C(NC(=O)C2(CC2)C(=O)NC2=CC=C(F)C=C2)C=C1 |c:4,6,20,22,26,46,49,t:2,29,41,43|",2.5,COMPOUND,HUVEC,foretinib,VEGFR inhibitor
compound-001,31,W19,,colchicine,"COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O |c:4,8,21,t:2,13,15|",2.5,COMPOUND,HUVEC,colchicine,microtubule inhibitor
compound-002,6,S37,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,25,M39,,colchicine,"COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O |c:4,8,21,t:2,13,15|",2.5,COMPOUND,HUVEC,colchicine,microtubule inhibitor
compound-004,19,N44,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,47,H24,,nicardipine,"COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1 |c:4,9,15,17,33,35,t:13,31|",10.0,COMPOUND,HUVEC,nicardipine,calcium channel blocker
compound-003,27,P13,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,19,D20,,ciclesonide,"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C |c:13,t:9|",10.0,COMPOUND,HUVEC,ciclesonide,glucocorticoid receptor agonist
compound-003,14,Y09,,erlotinib,"COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2 |c:7,9,21,23,27,29,t:5,19|",2.5,COMPOUND,HUVEC,erlotinib,EGFR inhibitor
compound-003,32,K39,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,5,AA05,,clozapine,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|",10.0,COMPOUND,HUVEC,clozapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-002,5,L15,,prazosin,"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1 |c:2,9,11,14,28,t:6,26|",2.5,COMPOUND,HUVEC,prazosin,adrenergic receptor antagonist
compound-001,18,I29,,ritodrine,"CC(NCCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1 |c:10,20,t:5,7,15,17|",2.5,COMPOUND,HUVEC,ritodrine,adrenergic receptor agonist
compound-003,19,AC45,,travoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC(=CC=C1)C(F)(F)F |r,c:28,30,t:26|",2.5,COMPOUND,HUVEC,travoprost,prostanoid receptor agonist
compound-003,13,U39,,meclofenamic-acid,"CC1=CC=C(Cl)C(NC2=C(C=CC=C2)C(O)=O)=C1Cl |c:10,12,17,t:1,3,8|",2.5,COMPOUND,HUVEC,meclofenamic-acid,cyclooxygenase inhibitor|prostanoid receptor antagonist
compound-002,16,Y23,,risperidone,"CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1 |c:1,15,18,21,32,t:12|",10.0,COMPOUND,HUVEC,risperidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,28,K43,,cobimetinib,"OC1(CN(C1)C(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1)[C@@H]1CCCCN1 |r,c:8,16,24,t:11,13,21|",10.0,COMPOUND,HUVEC,cobimetinib,MEK inhibitor
compound-001,38,G03,,guanfacine,"NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl |c:7,10,12|",10.0,COMPOUND,HUVEC,guanfacine,adrenergic receptor agonist
compound-003,14,K34,,penciclovir,"NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2 |c:5,17,t:1|",10.0,COMPOUND,HUVEC,penciclovir,DNA directed DNA polymerase inhibitor
compound-002,12,L12,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,36,AD13,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,2,AD40,,zalcitabine,"NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1 |c:6,t:1|",10.0,COMPOUND,HUVEC,zalcitabine,nucleoside reverse transcriptase inhibitor
compound-003,5,M10,,linezolid,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1 |c:24,t:12,14|",2.5,COMPOUND,HUVEC,linezolid,bacterial 50S ribosomal subunit inhibitor
compound-003,20,F32,,penciclovir,"NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2 |c:5,17,t:1|",10.0,COMPOUND,HUVEC,penciclovir,DNA directed DNA polymerase inhibitor
compound-001,2,E35,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,21,N43,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,21,C42,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,32,W18,,indoramin,"O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1 |c:12,15,17,25,27,t:9,23|",10.0,COMPOUND,HUVEC,indoramin,adrenergic receptor antagonist
compound-004,2,W33,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,29,AA11,,levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,2.5,COMPOUND,HUVEC,levetiracetam,calcium channel blocker
compound-003,24,C41,,cinoxacin,"CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12 |t:3,10,12,18|",2.5,COMPOUND,HUVEC,cinoxacin,topoisomerase inhibitor
compound-003,34,AA20,,amsacrine,"COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1 |c:2,5,7,9,12,16,22,29,t:14,18|",10.0,COMPOUND,HUVEC,amsacrine,topoisomerase inhibitor
compound-004,6,M11,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,2,X10,,hydroxyurea,NC(=O)NO,10.0,COMPOUND,HUVEC,hydroxyurea,ribonucleotide reductase inhibitor
compound-003,34,T18,,lurasidone,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=C1C=CC=C2 |a:2,3,6,8,13,18,r,c:34,37,39,t:31|",10.0,COMPOUND,HUVEC,lurasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,2,J06,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-002,5,G19,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,36,N37,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,24,H14,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,30,Z33,,levobunolol,"CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O |c:12,14,t:10|",10.0,COMPOUND,HUVEC,levobunolol,adrenergic receptor antagonist
compound-001,47,J32,,loxapine,"CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2 |c:10,13,19,22,24,t:8,16|",10.0,COMPOUND,HUVEC,loxapine,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,5,Z20,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,28,Q20,,prostaglandin e2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,2.5,COMPOUND,HUVEC,dinoprostone,prostanoid receptor agonist
compound-004,33,AC14,,telmisartan,"CCCC1=NC2=C(C=C(C=C2C)C2=NC3=C(C=CC=C3)N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O |c:7,9,17,19,30,32,37,39,t:3,5,13,15,28,35|",2.5,COMPOUND,HUVEC,telmisartan,angiotensin receptor antagonist
compound-003,1,O37,,sulfasalazine,"OC(=O)C1=C(O)C=CC(=C1)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1 |c:3,6,8,15,17,26,28,t:13,24|",10.0,COMPOUND,HUVEC,sulfasalazine,cyclooxygenase inhibitor
compound-004,34,Z39,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,11,U13,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-002,9,V31,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,30,AE20,,sotalol,"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1 |c:16,t:7,9|",2.5,COMPOUND,HUVEC,sotalol,adrenergic receptor antagonist
compound-003,10,AA14,,afatinib,"CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1 |a:12,r,c:9,20,31,35,t:18,22,25,28|",10.0,COMPOUND,HUVEC,afatinib,EGFR inhibitor
compound-001,38,Z19,,florfenicol,"CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl |c:6,8,t:4|",2.5,COMPOUND,HUVEC,florfenicol,protein synthesis inhibitor
compound-004,15,O47,,candesartan,"CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=CC=C2)C(O)=O |c:5,12,14,19,21,27,30,32,t:3,10,17,24|",10.0,COMPOUND,HUVEC,candesartan,angiotensin receptor antagonist
compound-003,26,B33,,etoricoxib,"CC1=NC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=C(C=C1)S(C)(=O)=O |c:3,5,13,18,20,t:1,8,10,16|",2.5,COMPOUND,HUVEC,etoricoxib,cyclooxygenase inhibitor
compound-001,39,Y20,,metoclopramide,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|",10.0,COMPOUND,HUVEC,metoclopramide,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,15,R46,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,9,V06,,clofibrate,"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1 |c:14,t:9,11|",2.5,COMPOUND,HUVEC,clofibrate,PPAR receptor agonist
compound-001,42,F23,,triclabendazole,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|",10.0,COMPOUND,HUVEC,triclabendazole,microtubule inhibitor
compound-004,30,Q21,,naftopidil,"COC1=CC=CC=C1N1CCN(CC(O)COC2=C3C=CC=CC3=CC=C2)CC1 |c:4,6,18,20,22,25,27,t:2|",10.0,COMPOUND,HUVEC,naftopidil,adrenergic receptor antagonist
compound-003,9,Y45,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,43,W26,,pitavastatin,"O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O |a:1,3,r,c:7,14,19,21,24,t:9,11,17|",10.0,COMPOUND,HUVEC,pitavastatin,HMGCR inhibitor
compound-001,22,AB33,,mebendazole,"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1 |c:7,11,13,20,22,t:5,18|",2.5,COMPOUND,HUVEC,mebendazole,tubulin polymerization inhibitor
compound-003,11,B15,,linezolid,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1 |c:24,t:12,14|",10.0,COMPOUND,HUVEC,linezolid,bacterial 50S ribosomal subunit inhibitor
compound-004,39,Q35,,methylergonovine,"CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1 |c:19,26,t:14,17,21|",10.0,COMPOUND,HUVEC,methylergometrine,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,35,R12,,indoramin,"O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1 |c:12,15,17,25,27,t:9,23|",10.0,COMPOUND,HUVEC,indoramin,adrenergic receptor antagonist
compound-003,13,AE07,,latanoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1 |c:28,30,t:26|",10.0,COMPOUND,HUVEC,latanoprost,prostanoid receptor agonist
compound-003,1,D14,,naphazoline,"C(C1=NCCN1)C1=C2C=CC=CC2=CC=C1 |c:7,9,11,14,16,t:1|",10.0,COMPOUND,HUVEC,naphazoline,adrenergic receptor agonist
compound-001,36,O39,,nimesulide,"CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O |c:5,10,12,15,17,t:8|",2.5,COMPOUND,HUVEC,nimesulide,cyclooxygenase inhibitor
compound-001,9,M24,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,8,S26,,zalcitabine,"NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1 |c:6,t:1|",10.0,COMPOUND,HUVEC,zalcitabine,nucleoside reverse transcriptase inhibitor
compound-004,26,J27,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,32,J02,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,23,AC03,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,37,B19,,pitavastatin,"O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O |a:1,3,r,c:7,14,19,21,24,t:9,11,17|",10.0,COMPOUND,HUVEC,pitavastatin,HMGCR inhibitor
compound-004,21,E27,,ketoprofen,"CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1 |c:7,9,16,18,t:5,14|",10.0,COMPOUND,HUVEC,ketoprofen,cyclooxygenase inhibitor
compound-004,25,I28,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,21,K43,,lapatinib,"CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC=CC(F)=C4)C(Cl)=C3)C2=C1 |c:10,18,31,34,38,42,t:8,14,16,20,23,25,29|",2.5,COMPOUND,HUVEC,lapatinib,EGFR inhibitor
compound-001,24,E32,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,47,V37,,macitentan,"CCCNS(=O)(=O)NC1=NC=NC(OCCOC2=NC=C(Br)C=N2)=C1C1=CC=C(Br)C=C1 |c:10,22,24,32,t:8,17,19,27,29|",10.0,COMPOUND,HUVEC,macitentan,endothelin receptor antagonist
compound-001,36,H30,,sotalol,"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1 |c:16,t:7,9|",10.0,COMPOUND,HUVEC,sotalol,adrenergic receptor antagonist
compound-003,39,B16,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,14,G23,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-002,12,AA25,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,32,X05,,nafronyl,"CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12 |c:21,25,t:19,23,27|",10.0,COMPOUND,HUVEC,naftidrofuryl,adrenergic receptor antagonist
compound-004,23,F04,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,45,E02,,fludroxycortide,"CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |a:4,9,17,20,23,25,r,t:11|",10.0,COMPOUND,HUVEC,fludroxycortide,glucocorticoid receptor agonist
compound-003,5,AB40,,metronidazole,"CC1=NC=C(N1CCO)[N+]([O-])=O |c:3,t:1|",10.0,COMPOUND,HUVEC,metronidazole,DNA inhibitor
