broad_id,Compound,Compound_Category,target,Metadata_pert_id_dose,Metadata_mmoles_per_liter
BRD-K48461310,fosfomycin,bacterial cell wall synthesis inhibitor,,BRD-K48461310_3.33,3.3333
BRD-K48461310,fosfomycin,bacterial cell wall synthesis inhibitor,,BRD-K48461310_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K49215523,GSK2636771,PI3K inhibitor,PIK3CB,BRD-K49215523_10.0,10.0
BRD-K49215523,GSK2636771,PI3K inhibitor,PIK3CB,BRD-K49215523_3.33,3.3333
BRD-K49215523,GSK2636771,PI3K inhibitor,PIK3CB,BRD-K49215523_1.11,1.1111
BRD-K49685476,TTNPB,retinoid receptor agonist,RARA|RARB|RARG,BRD-K49685476_10.0,10.0
BRD-K49685476,TTNPB,retinoid receptor agonist,RARA|RARB|RARG,BRD-K49685476_3.33,3.3333
BRD-K49685476,TTNPB,retinoid receptor agonist,RARA|RARB|RARG,BRD-K49685476_1.11,1.1111
BRD-K49865102,PD-0325901,MEK inhibitor,MAP2K1,BRD-K49865102_10.0,10.0
BRD-K49865102,PD-0325901,MEK inhibitor,MAP2K1,BRD-K49865102_3.33,3.3333
BRD-K49865102,PD-0325901,MEK inhibitor,MAP2K1,BRD-K49865102_1.11,1.1111
BRD-K49671696,ketanserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2,BRD-K49671696_10.0,10.0
BRD-K49671696,ketanserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2,BRD-K49671696_3.33,3.3333
BRD-K49671696,ketanserin,serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|DRD1|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR7|SLC18A1|SLC18A2,BRD-K49671696_1.11,1.1111
BRD-A49765801,fludroxycortide,glucocorticoid receptor agonist,NR3C1|SERPINA6,BRD-A49765801_10.0,10.0
BRD-A49765801,fludroxycortide,glucocorticoid receptor agonist,NR3C1|SERPINA6,BRD-A49765801_3.33,3.3333
BRD-A49765801,fludroxycortide,glucocorticoid receptor agonist,NR3C1|SERPINA6,BRD-A49765801_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_10.0,10.0
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_3.33,3.3333
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_1.11,1.1111
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_10.0,10.0
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_3.33,3.3333
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_1.11,1.1111
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_10.0,10.0
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_3.33,3.3333
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_1.11,1.1111
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_10.0,10.0
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_3.33,3.3333
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_10.0,10.0
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_3.33,3.3333
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_1.11,1.1111
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_10.0,10.0
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_3.33,3.3333
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_1.11,1.1111
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_10.0,10.0
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_3.33,3.3333
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_1.11,1.1111
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_10.0,10.0
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_3.33,3.3333
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_10.0,10.0
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_3.33,3.3333
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_1.11,1.1111
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_10.0,10.0
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_3.33,3.3333
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_1.11,1.1111
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_10.0,10.0
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_3.33,3.3333
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_1.11,1.1111
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_10.0,10.0
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_3.33,3.3333
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_1.11,1.1111
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_10.0,10.0
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_3.33,3.3333
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_10.0,10.0
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_3.33,3.3333
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_1.11,1.1111
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_10.0,10.0
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_3.33,3.3333
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_1.11,1.1111
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_10.0,10.0
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_3.33,3.3333
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_1.11,1.1111
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_10.0,10.0
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_3.33,3.3333
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_10.0,10.0
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_3.33,3.3333
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_1.11,1.1111
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_10.0,10.0
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_3.33,3.3333
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_1.11,1.1111
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_10.0,10.0
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_3.33,3.3333
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_1.11,1.1111
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_10.0,10.0
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_3.33,3.3333
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_1.11,1.1111
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_10.0,10.0
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_3.33,3.3333
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_10.0,10.0
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_3.33,3.3333
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_1.11,1.1111
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_10.0,10.0
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_3.33,3.3333
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_1.11,1.1111
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_10.0,10.0
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_3.33,3.3333
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_1.11,1.1111
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_10.0,10.0
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_3.33,3.3333
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_10.0,10.0
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_3.33,3.3333
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_1.11,1.1111
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_10.0,10.0
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_3.33,3.3333
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_1.11,1.1111
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_10.0,10.0
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_3.33,3.3333
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_1.11,1.1111
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_10.0,10.0
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_3.33,3.3333
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_1.11,1.1111
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_10.0,10.0
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_3.33,3.3333
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_10.0,10.0
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_3.33,3.3333
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_1.11,1.1111
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_10.0,10.0
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_3.33,3.3333
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_1.11,1.1111
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_10.0,10.0
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_3.33,3.3333
BRD-K98572433,AZD8931,EGFR inhibitor,EGFR|ERBB2|ERBB3,BRD-K98572433_1.11,1.1111
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_10.0,10.0
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_3.33,3.3333
BRD-K90825648,RS-127445,serotonin receptor antagonist,HTR2A|HTR2B|HTR2C,BRD-K90825648_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_10.0,10.0
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_3.33,3.3333
BRD-A97739905,ketoprofen,cyclooxygenase inhibitor,PTGS1|PTGS2|SLC5A8,BRD-A97739905_1.11,1.1111
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_10.0,10.0
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_3.33,3.3333
BRD-K95773607,darifenacin,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,BRD-K95773607_1.11,1.1111
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_10.0,10.0
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_3.33,3.3333
BRD-K95880107,PH-797804,MAPK inhibitor,MAPK11|MAPK14,BRD-K95880107_1.11,1.1111
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_10.0,10.0
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_3.33,3.3333
BRD-A97104540,fenoterol,adrenergic receptor agonist,ADRB2,BRD-A97104540_1.11,1.1111
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_10.0,10.0
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_3.33,3.3333
BRD-K97158071,droperidol,dopamine receptor antagonist,ADRA1A|DRD2|DRD3|DRD4|HTR2A,BRD-K97158071_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_10.0,10.0
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_3.33,3.3333
BRD-K97309399,thiothixene,dopamine receptor antagonist,DRD1|DRD2|HRH1|HTR2A,BRD-K97309399_1.11,1.1111
BRD-K93461745,buspirone,serotonin receptor agonist,DRD2|HTR1A,BRD-K93461745_10.0,10.0
